comment,rating
sangat suka,5
good,5
memudahkan,5
"banyak bug, arsip cerita suka gak muncul, dan ketika saya berhenti mengikuti , akun itu muncul lagi di list",1
baguss bngttt anjayyy🗿,5
🫵👍,5
oke,5
resolusi story sangat rendah,1
sangat membantu dalam proses jangkawuan juga bersosial,5
👍,5
sangat suka,5
sangt bagus dan sangat menyenangkan,5
"login di persulit , jelas"" Gmail lawas udah lupa masih ngirip otp ke Gmail lawas , guna nya authenicator apa? , semenjak di Beli meta , malah downgrade",1
"asli niiii apk ngebug cuy,akun gbisa di tag",2
"Ig makin di update makin jelek perasaan, kemaren uda seneng bgtt krna cm sekali tap aja lngsung penuhh, sekarang mlh uda ga bisaaa bad mood😮‍💨",2
pencuri efek,2
ig taii susah bikinn akuu ke 2 nyaa,1
"balikin rasio postingan kaya dulu lagi, jelek banget jadi ga estetik 😠😠😠",1
good aplikasi,5
good membantu promosi,5
good,5
bagus banget instagram bisa buat selfi sama teman bisa buat vidio kalo kita gabut pokok nya bagus aku suka i love instagram,5
bagus,5
ini bagus sih aku kasih bintang 5 / 10,5
Sangat bagus,5
semua berjalan dengan baik,5
Sangat membantu untuk ngiklan,5
Vn sering banget gak bisa di putar,5
mantap meta udah bikin apk se bagus ini tapi kadang ada ganguan sih tapi aku kasih bintang5 semoga bisa lebih bagus dan mantap,5
baik,4
Sangat bagus dan seru,5
mudah mudahan lebih bagus lagi,5
bagus banget,5
bagus,5
sangat bermanfaat buat saya,5
Cua kumawo,5
good,5
bagus,5
apk jelek najis,1
pas saya mau log-in tidak bisa kenapa y,1
merasa senang,5
aplikasi ini sangat bagus dan aku juga suka memakai nya,4
sangat bagus,4
aplikasi nya cukup bagus,4
bagus apknya tapi tolong dong beri pembaruan bisa melihat pengikut yang ngeunfollow kita plss 😉😉,4
Sangat sangat bagus untuk saya,5
"masa ig nm kitchen dashboard menurun, yg nonton banyak dan ngelove. giliran ga ada yg nonton yg penting rajin posting naik dashboard nya. kalau kaya begini males posting",1
bagus bgt bisa untuk megenal satu sama lain,5
mantap gans 👍👍👍👍,5
kenapa font Instagram tidak mengikuti font bawaan dari hp ya?,3
blog pribadi,5
keren,5
oke,5
balikinn fiturr note nyaaaa,1
bagus,5
mantap,5
"ini Instagram knpa sii, jringan bgus ko dibilang lgi offline, ngselin bgtt udaa 2 kli d uninstal ini ke3 kli mau instal lagi, tolong dong, knpa ini?!",1
"ketika aku mau download ke 2 kli nyaa,, Instagram in gak mau ke buka padahal install",1
gabisa live,2
bagus banget aplikasi nya,5
👍🏻,5
keren,5
luar biasa sangat membantu,5
sangat bagus,5
"Sangat baik, tapi tidak dengan followersku wkwk",5
mantulll,5
mantap,5
anjjj ga bisa post foto di story,1
bagus banget aplikasi nya,5
seru banget,5
"lebih hebat dari tahun"" kemaren",5
"kecewa bnget, aplikasi bnyak berubah trus juga banyak membongkar privasi, ga suka banget, story orang yang ga diikutin juga masuk ke beranda akun sec akhirnya kebuka storynya kesel bnget dikira juga kita kepoin mereka padahal emang muncul aja, trus juga story yang dimasukin sorotan muncul padahal diprivasi, trus juga saran akun orang muncul di beranda ganggu banget, ga suka ig udah kayak ginii",1
Salah satu media sosial yang rasa baik sebagai media tempat untuk berbagi informasi baik dan mempermudah untuk saling menjalin relasi dalam semangat persaudaraan dan kasih.,5
aplikasi sangat bagus sekali,5
good,5
aku suka banget sama Instagram,5
sangat bagus,5
sangat menarik,5
👍👍👍,5
Jelekkkkk,5
baru diinstal blom tau bagus apa nggaknya,5
luar biasa,5
mantap deh pokoknya,5
baru belajar,5
bagus,5
"sayang banget efek ig banyak yg pada ilang, dan rata rata yg ilang efek baguss bgttt",4
good,5
semoga centang biru 😁,5
"mantap,nice",5
baru pertama sudahberani kasih bintang 5,5
"sebuah aplikasi jejaring, yang sangat besar dan bagus",5
nice,5
"apknya sangat bagus, tetapi please munculkan kembali tools untuk catatannya aku sangat membutuhkan ituu",4
bagus,5
minnnnn Plisssssee balikin vitur tambahkan catatan minnnnn Plissssseeeeee,5
masih menjadi apk favorite saya cumaa kenapa komentar SG di first akun saya ga muncul sedangkan di akun lainnya bisaaa... gimana cara atasinya???,3
keren,5
aplikasinya terlalu sering updet,2
bagusss swkaliii,5
sangat bagus,5
sangat bagus,5
NGEBUGGGGGGG SERING FORCE CLOSE,1
Bagus aplikasinya.,5
kurang gesit dalam.menguploud,5
gooddd,5
ntap,5
mantab,5
"kembalikan fitur notes, dan saya akan kembali dgn bintang 5",3
nice,5
peak social media app,5
bagus aplikasinya,5
terima kasih bisa hubungan bisnis lihat kejadian d iman mana,5
"sangat berharap,supaya hal-hal yang real dan valid. di tampilkan ke dalam halaman Instagram dan threads,banyak banyak atas semua pihak yang bantu.",4
bagus,3
GOOD,5
happy,5
👍🏻👍🏻👍🏻👍🏻👍🏻,5
instagram memang media sosial yang cocok buat bermedsos,5
tolong lah ig ini merugikan sekali kok bisa bisanya semua dm chat saya terhapus ga ada yang tersisa padahal saya gak pernah sekalipun menghapus dm chat di ig,1
Sangat memuaskan aplikasi terbaik,5
sangat mudah dan mantap dlm cari hiburan...,5
Hidup saya ada di instagram. Terima kasih. 🤭,5
bagus,5
media pembelajaran bermakna menjangkau berbagai kalangaan,5
ya sangat keren,5
ok banget cocok buat hiburan,5
bagus sekali,5
kereennn,5
bagus poll,5
👍👍👍,5
saya mau pakai intagram,5
aku tidak suka aplikasi ini lagi aku kan mau fto Ama bestie aku knp filter JJ nya hilang aneh aku hapus lagi aplikasi ini😠😤😡🤬,1
keren bisa ketemu teman lamaku,5
ok,5
ko efek efek di instagram itu padah hilang bng aku cari di pencari efek instagram gak muncul muncul,5
sangat tidak bagus karena itu aku kalau daftar gak bisa ege,2
👍👍👍,5
aplikasi nya bagus tapi kalo pertama kali download banyak vd vulgarnya,4
bgus,5
𝚋𝚊𝚐𝚞𝚜 𝚋𝚊𝚗𝚐𝚎𝚝 𝙸𝚗𝚜𝚝𝚊𝚐𝚛𝚊𝚖 𝚗𝚢𝚊 𝚔𝚊𝚔,5
aplikasi ya sangat bangun tapi knpaa GK bisa login dan disaat dibuka aplikasi Ig ya malah keluar lagi,4
kok tombol temanya ga ada??,1
tambahin fitur ganti audio di feed ig,3
Ig saya ga bisa buka pesan kenapa ya kak,5
gajelas ga bisa buat akun,1
banyak wanita cantik tapi berhati iblis,5
Sangat kerrn,5
biar bintang yang bicara,5
"suka ngeleg padahal sinyal bagus paket ada,dan untk menambah catatan hilangg kecewaa",2
Mantap👍👍👍👍👍🥰,5
Lumayan walaupun ada beberapa yg masih kurang fitur nya,4
baik,5
aplikasi tidak bisa dibuka di beberapa type handphone itu tandanya instagram belum bisa menjangkau ke semua lapisan masyarakat,1
good,5
the best,5
aplialsi andalan,5
sempurna,5
apk error jaringan lancar namun tidak bisa membuka stori dan lainnya,2
"permasalahan dari Instagram saya adalah ketika saya memilih efek disc saat memutar lagu, warnanya terlihat berbeda, warna pink.. biasanya discnya selalu warna hitam. tolong bantuan permasalahannya",1
sangat bagus,5
kenapa kadang kadang tidak bisa di akses ke dalam bahasa indonesia malah eror katanya,1
i like,5
kenapa saya cuman pengen mengikuti orang dibatasi? kenapa akun saya tidak di unband? kenapa saya tidak bisa masuk ke akun orang yang padahal kata sandi nya betul tapi keterangan nya kata sandi nya salah? kenapa hanya di HP saya instagram begitu¿,1
"kereenn,,,,,dahh,,,pokoknya,,",5
ok mantap,5
baik sekali,5
🙏🙏👍👍,5
sangat membantu,5
Sangat membantu untuk berbagi banyak hal positif...,5
keren,5
𝒔𝒆𝒎𝒂𝒕 𝒎𝒆𝒏𝒈𝒈𝒖𝒏𝒂𝒌𝒏,4
keren apk youtube nya!,1
Kembalikan fitur note pada reels,1
Terima kasih IG....,5
"sangat bagus, seharusnya saya mendapatkan lencana verifikasi meta secara gratis selamanya...",5
aq sangat suka aplikasi Instagram nih sangat bagus,5
sangat memberikan dampak baik,5
nanti saya tambah lagi,3
saya sangat senang dengan Instagram,5
🫰🫰,5
mantap,5
Instagram sekarang kenapa sering muncul AKUN ANDA DIBATASI,5
sayabutuh penjelasan?,1
baik,5
gak bisa bilang apa apa cuma jempol 👍👍👍💪,5
luarbiasa,5
seru pko nyaa,5
gua ngepost malah stuck apk bego,2
bagus,5
bagus skali,5
ok,3
Aplikasi yang sangat bermanfaat👍👍👍,5
bagus sekali,5
"apasih aplikasi ig cuma buat hp cepet panas,batrai boros,scrol juga harus kuat jaringannya+berjalan dilatar belakang trus jadi hp tuh gampang lag""jadi keganggu",1
I like you,5
"kecewa banget kenapa tiba tiba dm nya pada ilang semua, di notifikasi ada pas dibuka ilang. tolong diperbaiki ya",3
Sangat bagusssssssassss,4
fitur sekali lihat gak guna itu hapus aja ga usah ikut ikutan WhatsApp. mana waktunya berapa detik doang gak guna bgt. baca satu kalimat doang dah ilang itu photo,1
sangat mudah digunakan,5
Luar biasa 💥🔥,5
bgus,5
mantap,5
I like,5
👍🏻,5
tolong adain fitur hapus pesan untuk semua orang seperti WA!!!,1
sangat bagus,5
"please bring back the Instagram feed feature 1:1 ratio, with a 3:4 ratio it makes the feed look less good, some people also say the same",1
"kenapa IG hilang semua efek video, mohon penjelasannya????",5
kenapa sekarang saya tidak bisa sematkan komentar saya sendiri di postingan saya???,3
saya tidak bisa menfollow atau menfollback orang,1
aga kecewa! karena fitur add note nya di saya tidak muncul,1
di paksa berhenti,1
kenapa gak bisa posting ulang ya skrg?,4
"Instagram tolong kalo mau ngebaned liat"" Dlu ig perjuangan dari nol mlh ke baned permanen gak tau salahnya apa padahal gak pernah posting aneh"" Dan ga pernah di buat untuk nipu orang sakit bngt tau akun perjuangan hilang begitu aja 🥺 tolong dong kembalikan susah cari followers dari 0 lagi tuu sakit banget dari 15 Oktober sampai skrng msih ga rela akun hilang begitu aja tolong kembalikan akun ku instagram tolong lhhh🥺🥺🙂🙂",1
baguss,5
lanjutkan dengan kreasi dan inovasi,5
bagus banget,5
mantap,5
wawww,5
good bisa menghasilkan cuan,4
Pash mantap,5
bagus,5
like it love you ig,5
selalu mantaps,5
"sangat bagus, lagu2 paling komplit yang pernah ada",5
bagus oke terima kasih,5
sangat menyenangkan dan mudah menemukan yang sedang dicari.,5
bagus,4
ig jos,5
"Instagram sekarang jadi ga ke pake ,biasa nya buat foto foto,karna efek nya bagus , sekarang ga ke pake efek nya ilang semua ,makin ke sini makin ke sana ,tolong lah munculkan kembali efek efek nya ,duluu bagus sekarang Instagram apa ga ke pake",1
sangat bagus,5
sangat bagusssssss,5
okey,5
ok,5
"apk yg bagus,,bisa buat vidio,,editan,,mantap broo",5
Seru,5
oke,2
memuaskan,5
tolong kembalikan fitur quiz pada snapgram not reels please 🙏,3
bisa melihat berbagai macam informasi yang menarik,5
mayan lah,4
mantap instagram,5
sangat baik,5
aplikasinya bagus,5
"reels suka gk muncul komentar padahal komentar nya banyak, terus reels suka berhenti sendiri tapi musik atau audio tetap jalan, padahal terkait 2 isu ini, internet lancar",1
mantap,5
"filternya bagus², yg natural aja udah Mayan, tapi aku jarang pakai IG ,foto biasa aja udah cakep",5
plsss balikin fiturr notes😭😭🙏🙏,4
Lebih lanjut lagi,4
sangat memuaskan,5
jalan pintas buatt terkenal,5
tolong kembalikan fitur catatan notes,5
Sangat memuaskan plg,5
menyenangkan,5
baik dan sangat membantu,5
mantap dan memuaskan,5
"4 stars, because when I tap one of the reels, it didn't pause it, it instead muted the video, to pause it I have to hold it.",4
"Tingkatkann trzz kalo bisa dipermudah download reels beserta lagunya, jadi ga perlu pke apk downloader",4
"saya minta kode buat login ke akun saya yang kata sandi nya saya lupa dan nomer HP nya yang dulu udah hilang, sayang udah klik minta kode tapi yang muncul ""maaf ada masalah"" terus terusan kaya begitu, jujur saya kecewa dengan pelayanan instagram ini.",1
gak bagus,1
masalah nya di filter hilang semua di cari juga gk ada nyimpen juga gk bisa,3
cocok buat posting-posting di Instagram,5
Mantaf,5
aplikasi gadget yg paling sering AQ scroll2... gak tau kok bisa suka banget sama Instagram 🥰,5
instagram sangat menghibur dan sering melihat konten² yang sangat positif tentang ajaran do'a² yang belum pernah saya ketahui. dengan adanya instagram jadi saya sudah banyak belajar untuk itu.,5
good,5
banyak bug loading lama ngentr,1
tambahin fitur riwayat tontonan lah,4
menghibur,5
Instagram ini sangat bagus bagi saya paling terdebes tapi maaf ya soal nya filter nya pada ilang plis tolong kembalikan filternya,3
massyaallah,5
mantap,5
story di arsipkan hilang,3
aplikasinya sangat berguna sekali 👍👍👍,5
SERING EROR GAADA JARINGAN PADAHAL ADA ANJJJ,1
saya tidak bisa masuk ke instagram,1
tolong ada masalah dengan Ig saya Kenapa filter saya hilang dan tolong lah untuk kembalikan nya terimakasih,5
the best,5
nyaman,5
"Meta group merusak privasi, 3 akun saya di platform berbeda (IG,WA,FB) saling tertaut tanpa seizin saya, nama IG saya berubah menjadi nama asli saya, dan yg lbh mencengangkan adalah foto profil di ke-3 platform sy berubah dengan sendirinya, dimana foto itu bukan satupun foto profil yg saya gunakan di ke-3 platform saya, namun foto itu memang ada di galeri HP saya. IG jg sering follow akun yg saya tdk pernah follow, dan ini sering sekali terjadi bukan 1x atau 2x.",1
mantafff,5
tolong balikin fitur catatan sama flipside pleasee 🙏🏼🙏🏼,5
jelek bangat Ig skrg . lebih bagus snake vidio,1
"fltr dlu ilg klo mau pke link g muncul,gmn lh",4
mantap,5
mantap saya suka dengan apk ini,5
Whahhh asiaaa edannn aplikasi bagussss coyyy,5
perfect,5
perbaiki data akun milik saya miliki tdk dapat di buka dan ada brmasalah jaringan nya terima kasi,1
saya puas jaringan instagras di indonesia sangat bagus..,5
ga jelas,1
"kenapa ya second acc udh update ke versi terbaru, tapi first akun masih versi lama🥲",4
ga bisa live ig sama follow orangg,4
"update belakangan ini, malah sering terdapat bug,, seperti opsi audio story yg tersimpan tidak muncul, bahkan stelah di perbaiki, skarang walaupun opsi audio story yg tersimpannya muncul lagi,, tapi tidak semua audio yg tersimpan itu dapat muncul atau di gunakan di story kita,, bahkan tidak bisa di search juga audionya,, mohon perhatiannya yaa....",3
sangat bagus,5
Bagus,4
Mantap,5
bagus,5
bagusssssssssssss,5
bagus ⭐⭐⭐,5
kecewa efak ya saya simpan menjadi hilang tidak tau kenapa dan tidak bisa ngirim vidio semoga bisa di pahami dan di mengerti dan lebih baguss,2
Terbaik,5
Instagram ini sangat menarik dan menghibur,5
"update Mulu, Menuhin memo aja",1
okokok banget,5
bagus bgtt,5
bagus sekali,5
sekolah,1
bagus,5
bagus,5
good luck,5
baguss,5
ig bikin strike dongg pwisss,4
blum updet,1
mantap mennn,5
ok,4
oke,5
Sensitif Kalau komentar Ga bisa secara nasehat,1
"aku lagi nonton reels, terus baca captionnya, agak panjang, masa tiba-tiba langsung ke scroll sekitar 4 sekaligus. tolong plis gausah kayak gitu, bikin ribet orang.",1
kerennn,5
"tidak bisa membuka aplikasi instagram, jadi harus pakai yg lite mentebalkan",1
mantap,5
bguosss bgtse wehhh,5
baguss cuma daftar ny agak susah,5
kok ga bisa daftar akun baruu,1
kenapa ga bisa repost,2
updated terbaru,5
amazinh,5
tak bisa di buka,1
keren,4
bagus,5
baguss,5
sangat bagus dan menghibur,5
keren,1
good,5
Suka bangetttt😍😍😍😍,5
bagus,5
"Reelsnya rasis,saya suka 😋",5
good job,5
sangat bagus dan luar biasa🥰🔥👍,5
"sangat cocok untuk hari hari saya, terimakasih",5
bagus,5
udah punya,5
nice,5
luar biasa,5
over all oke,5
Banyak motivasi reels,5
keren,5
is the best,5
seru bisa selfie selfie tapi filter nya tebal tebal,4
enak banget bjir🥰,5
sangat bagus,5
👍👍👍 mantap,5
good,5
seru,4
Tolong kembalikan fitur beri catatan nya dongg🙏🏻,5
aplikasi bersosmed yang bagus,5
min lagu nya nyangkut di akun saya suda tidak ada di akun orang lain ada,2
Nice,5
dibuka DONG,5
Knp ya centang biru saya tiba tiba hilang? pdhl belum sebulan. dihitung sejak tgl beli sampe skrg cuma baru 27hari loh kok udh disuruh langganan lagi aja hadeh ngebug apa gimana,3
Untuk baguss atau nggak itu sesuai yang pke nya ya ambil yang baik nya aja 👍,5
"sumpah udah 3 berkali kali ngirim posting ke Ig gak bisa bisa padahal memo gak ada yng penuh ,lag parah harus ngulang terus sampe lebih dari 3 kali ge kaga bisa bst",2
👍,5
ig ak g bisa kebuka,1
keren,5
oke,5
nggak bisa bikin akun padahal akunya kedaftar ke publik tapi akun anda tidak Terdaftar,1
ok👍,5
Bagus,5
saya mulai tertarik dengan Instragram anak anak saya bilang beritanya akurat pokoke mantap,3
ga jls ig padahal aku ga bikin aneh² tiba² lena peringatan,3
niceee,5
plss bring back fitur flip profile,4
aplikasi ya bagus tapi filter yang bagus' kenapa harus hilang sih tolong dong ini aplikasi ya diperbaiki dan filter ya diperbolehkan semua,2
💖😊,4
cukup membantu mengenalkan saya dengan banyak orang2 sukses,5
aplikasi ini mantap dan bagus tp kemarin²saya nggak bisa live katanya akunnya tidak memenuhi syarat,5
mantap,5
mantap saya suka,5
good,5
baru juga buat akun Langsung di non aktifkan SAMPAH BENER APL,1
kek tai filter fav ku ilang,2
"beneran gajelas, akun gua ditangguhkan udah 5× tanpa sebab! lakuin aju banding tetep gaada hasil 🥺😂🤣 lawak",1
mantap,5
seru,4
bagus dan sangat berguna,5
nggak bagus aplikasi Instagram selalu error bikin emosi 💢,1
sering bug padahal internet lancar kuota ada,1
sangat bagus,5
aplikasi yang bagus👍,5
sangat bagus dan keren,5
sangat baik buat promosi,5
"WOY pihak Instagram, saya punya 2 akun. akun ke 1 itu ada fitur ""musik di bio"" sementara akun ke 2 saya tidak ada fitur ""musik di bio"" TOLONG lah diperbaiki soalnya saya mau pajang lagu ""careless whisper"". saya tunggu balasannya",1
keren banget,5
sangat bagus sekali 👍,5
filter kasat mata ko gaada di pencarian sii instagram sekarang banyak filter nya banyak yang ilang😒😒,3
ok,5
menurut saya Instagram itu sangat bagus untuk foto melihat reel dan untuk melihat yang lainnya,5
sangatt baguss,5
Oke,5
sangat¹ bagus menurut saya,5
saya bisa lebih mudah mengposting dan edit video saya...mksih instagram...,5
mantap,4
Semoga kedepannya bisa lebih baik,5
Ok,5
y ok saja lh,4
Game burik,1
bagus,5
sangat baik,5
memuaskan,5
gacor deck,5
bisaa punya banyak temannn,5
lumayan buat nambah kenangan,4
josss,5
bagus dan tidak lemot,5
gooood,5
"apk ini bagus bgt,makasih bgt buat yg udh inspirasiin,dan yg membuat apk ini😍",4
mantap men,5
aplikasi yang sangat bagus dan banyak manfaatnya,5
selalu kreatif. 🙂👍,5
bantu jadi seleb,5
🌟🌟🌟🌟🌟,5
"aflikasinya sangat bagus menurutku,dan juga enak untuk foto menjadi lebih cantik🥰",5
good good,5
Good,5
baguss bangett,5
Mantap,5
padahal sudah di update tapi fitur barunya tidak bisa,3
mantap,5
aplikasi burik gk jelas,2
👍👍,5
apex 😭😭,5
jj kok tiba2 hilang,5
🥰,5
bagu s bangetttttttt,5
ig bisa ga kalo orang lagi liat reels gausah dipaksa buat usap reels selanjutnya?,1
bagus banget,5
bagus bangettt,5
terbaik untuk kedepan nya🙏🏻,5
instagram aplikasi media sosial yg sangat bagus dan menarik,5
sangat bagus,5
Terbaik deh pkok nya,5
👍👍,5
ig membantu buat foto menjadi jernih,5
kok ceritanya gabisa dikasih di sorotan,3
sangat bagus,5
bagus,5
♥️🥰,5
Ig nya setelah di update gk bisa di buka gimn caranya tutor dongg,2
sangat banyak sekali,5
biarin bintang yang ngomong,5
update lag8 kak,5
very good,5
Saya harap agar punya banyak pengikut yang bisa saya ajari,5
saya menjadi lebih berpendapat banyak Terima kasih instagram,5
Nice.,5
setiap bikin sg selalu blur ga kyk story fb yang lebih jernih setiap update selalu aja ada fitur yg aneh mls bgt posting story di ig klo gini terus,1
terlalu banyak peringatan,1
apk ny g mncul d brnda,1
"aplikasi ini membantu saya dlm hal pergaulan, dan sgt bagus 👍",4
terimakasih,5
Bagus Buat hiburan,5
kenapa jadi eror yah ketika scroll suaranya aja yang ada videonya ga muter,2
"ni gimana si meta , gw mau langgangan verifikasi meta tp pas gw udah nurutin semua syarat"" nya napa ttp gagal sii? pdhl udah jelas bgt yg gw kirimm, trs pas direffund smpe skrng belum ada saldo masuk dri pihak meta, kocak bgt ni emang si",1
tidak dapat memuat kabar beranda,2
canggih,5
kaga jelas jing gabisa masuk keluar terus,1
sangat membantu,5
mantap,5
good,5
"rekomendasi thread udah disembunyikan masih muncul lagi, muncul lagi",1
aneh padahal ga ada melanggar peraturan/komunitas instagram malah di nonaktifkan permanen akun ku ga jelas banget nih developer,1
aplikasi ini bagus untuk digunakan karena fitur2nya yg terus diupgrade,5
Aku menyukai ini,5
terlalu banyak bug kont🤣,1
ku kasih bintang 1 karna VT di Instagram nya sesat semua (ingat Allah) astaghfirullah,1
"INSTAGRAM SANGAT BAGUS, TOLONG TINGKATKAN INSIGT dan jangkauan SOSMED SAYA. terimakasih.",5
mohon Ig jangan pake batas ig saya saya memuak 😡😡😡😡,1
bagus. suka aja pake aplikasi ini,5
sangat luar biasa,5
ok,5
sangat bagus,5
"bagus,tapi coba aja kalau ngambil tangkapan layar gak di tauuuh",5
Oky,5
😊,4
"administrator fb penyalahgunaan data pribadi atm, ktp, sampai kartu da. rumah serta sekolah diganggu",2
keren,5
good luck,5
aplikasi yg bagus,3
favorit sya ini,5
efek jelek,4
saya sangat suka dan banyak berteman,5
menyenangkan,5
keren bisa menyatu dari FB lansung apload di ig,5
sangat bermanfaat,5
aku suka Ig ini,5
sangat baik,5
pakyu,5
Sangat bagus dan membantu saya,5
"oke, seru",5
sangat puas dan mudah di pahami,4
Verry good,5
sanggat bermafaat,5
aplikasi yg bagus buat cari teman.,5
bagus banget,3
good,5
ig is the best,5
sangat bagus 🤩,5
untuk versi yg lawas,3
enak di pakaii,4
mantap,1
memuaskan,5
bagus,4
dicoba dulu entar bintangnya nyusul lagi,4
mantep,5
lumayan sedikit ngerti soal nya sy agak awam teknologi,4
amazing,5
mantul,5
upload sg nya lama bgt pdhl sinyal oke smuanya oke,4
sangat bagus sekali😻,5
i like it,5
"Upgrade2 terus kok malah semakin lemot ig ini,serta eror terus saat mengunggah rell selalu loading memakan kuota lebih banyak karena mengulang terus dan tidak bisa di batal kan",1
keren,5
is the best,5
ig maju kekinian,5
ngelag mulu nfentod,1
apk yang sangat menyenangkan,5
bagus banget,5
saya suka dengan fiturnya,5
"Sy kasih 1 dulu, msh bingung gmn sistem monetisasinya. Klo udh monet ntar kutambahi lg deh..",1
dengan instagram bisa berbagi moment kepada siapapun.,5
bagus,5
mantap,5
woy Ig fitur Ig balikin lagi ga gue butuh fitur itu kata siapa peminat nya sepiii orang aku pake balikin pliss😡😡😡😡,2
Bisa berbagi hal positif,5
sangat bagus,5
bisa kah mb nya diturunkan sedikit?,5
saya senang menggunakan aplikasi ini dan sangat membantu mengembangkan bisnis saya. terimakasih,5
apk kereen bisa bantu menambah pendapatan keluarga ..,5
keren,5
mantap,5
"Instagram tolong berandanya jangan suka nampilin yg bolong bolong, geli soalnya, apalagi yg parasit ikan, ganggu banget.",1
hmmm... sangat luar biasa bisa posting dan promosi produk digital. tapi kenapa ada batasan kata di bagian bio,5
bagus tapi harus lebih bagus lagi untuk kedepannya,5
Good,5
"masa akun saya tiba tiba pas lagi scroll minta kode WhatsApp,tapi kode nya belom ke kirim²,segera di benar kan min,soal nya selama 30h ga di benerin akun saya hilang.",1
saya sangat puas,5
😁😁😁,4
kecewa saya tidak melakukan hal aneh aneh dianggap melanggar aturan Instagram tiba tiba kena tangguhkan dan dinonaktifkan,1
sangat bagus,5
kecewa masih belum ketemu solusi fitur menghilangkan cerita yang disarankan 😭😭😭 lagi badmood aku maaf,1
"makin kesini makin aneh, aplikasi makin suka bgt error suka ngebug dasar aneh",1
good,5
terlalu banyak iklan judol,1
bagus,5
mantap guys,4
mantap,5
"bagus, yang ga bagus kuota Smartfren ku yang lemot",5
luar biasa,5
sangat bagus,5
"aplikasi sangat membantu,best aplikasi",5
keren banget,5
Bagus,5
sangat sukaa,5
appk in seru bisa main rp juga tapi mengapa akun saya harus ubah kata sandi?,3
ga bisa nonton story ig,5
lumayan sih cuman sedih aja akun aku pada ilang :(,4
puas dgn semua tayangan,5
"top👍, bintang 5 untukmu🎉",5
Nice app,5
mntap,5
good,5
Sangat bagussss,5
"Waktu awal blm paham Ig,lama kelamaan paham juga🤭🙏",5
"baru kali ini kasih ulasan, kesel banget fitur notes di ig di hilangkan😭",1
"postingan foto di feed hilang sendiri, ga balik balik sampe sekarang",1
"apk nya 85% stabill tinggal ilangin bug aja, kadang udah liat sg tapi masih muncul trus tanda belum kebuka sg nya, trus awal buka sg postingan itu itu aja gak ada yang lain, kadang chat juga udah kebuka masih ada notif nya yang masuk tolong ilangin",5
buruk,1
kurang update,1
bagus ✨,4
bagus kok ignya saya suka sekali bida ubah nama juga,5
"sangat baik untuk bersosial media.. tapi, ada sedikiti bug terkadang mohon di perbaiki ya.. bug: upload story terkadang gak bisa",5
"Instagram kok aneh ya, aku kan sudah simpan vidio yang ada di draft yaa, harusnya sudah masuk ke galeri kan, tapi pas aku uninstall Instagram masa langsung hilang semua vidio yang aku sudah simpan tadi, cuma, saran aja tolong kalau bisa di update buat fitur biar draft tetep ada di akun selama hari yang ditentukan dan ga akan ke hapus dari akun yang ada draftnya itu, walaupun kita hapus apk nya🙏🏻 terus error nya tolong di kurangi kayak misalnya di musik yang tiba-tiba ga ada suaranya",3
ajiib,5
good,5
mantep fiturnya bagus...aku suka sama ig,5
sangat bagus dan sangat mudah untuk di gunakan,5
suka nglag dan tidaj update,1
aplikasi ini sangat menyenangkan‼️,5
kelamaan donwloadx,2
kenapa yha kalo buat story selalu pecah terus kalo foto kalo buat up video aman tapi kalo foto pasti ada titik² nya,1
bagus,5
oke,5
"akun pribadi di hack, terus dipasang autentikasi dua faktor. harus verifikasi wajah, sedangkan akun tidak ada foto yang menampakan wajah. nomor telepon masih nyangkut, pasword setahun lalu masih inget, screenshot foto di unbind paksa juga ada. bisa jadi modal kunci buat balikin akun tapi tetep gabisa, hallo tim instagram mau sampai kapan kasus kaya begini terjadi. dulu Facebook bisa balik modal ktp dan data pribadi alhamdulillah balik, tapi kenapa sesama meta tidak se bagus Facebook? why?",1
eror ig nya gbisa di buka plisss mana ga inget pw nya bjirrr,1
membatu,5
apik,5
jangan buram pas upload video yaaaa,5
harus makin keren dan viuwers nya harus naik,5
plis jawab knp setiap bikin sg reels mau ngetik gk bisa2 tolong Instagram tolong bales knp bikin sg reels mau ngetik gk bisa2 KENAPA!!! plissss bangetttt di jawabbbbbb!!!!,1
berikan keamanan dari hacker,2
baguss keren,5
kurang bagus karna dia on seribu tahun sekali,5
instagram sedang gangguan atau gimana sih?? kok gabisa liat story story orang!!,1
sangat memuaskan,5
"akun pertama tiba² kebanned , bikin baru lagi ubah sandi malah gk bisa login , semenjak ada meta jadi begini, ini gmnh woy akun gue gk bisa masuk , massa abis reset sandi trs di keluarin eh gk bisa login lagi , di bilang salah sandi , paoooook , aplikasi makin bobrok",1
mantapp,5
sangat kerenn,5
tolong hilangkan buq,3
"SAMPAH, BANGUN AKUN DARI 2019 TERUS KENA HACK, SAMPE SEKARANG 2025 GABISA DISELAMATKAN, FOLOWERS UDH 11RIBU. PEMULIHAN AKUN BERBELIT BELIT, PADAHAL GW SENDIRI PEGANG NOMOR HP YG DITAUTKAN KE INSTAGRAM, ANGKA AUTENTIKASI GATAU KEMANA LUPA. EMANG SIH YANG PALING ENAK PINDAH AJA KE TIKTOK, PRODUK CHINA LEBIH TERBAIK DARI AMERIKA",1
🥰🥰✨✨✨,5
